Fecha,Sensor,R,G,B
20260518,W_Ref,178.6596,159.6992,142.6188
20260518,B_Ref,34.2036,32.3952,37.2768
20260518,4,97.43601661392405,52.847211234177216,62.43196202531645
20260518,5,90.39194284580275,44.88281405040683,57.76820797777337
20260518,6,139.6512221458722,107.86463139295181,103.44939628938843
20260520,W_Ref,171.8906035665295,155.01131687242798,137.03703703703704
20260520,B_Ref,22.08573388203018,20.089849108367627,23.613854595336075
20260520,1,76.23968615540369,25.727410782080483,27.304732978992657
20260520,2,72.22777272351335,27.458440162104047,35.461417583326444
20260520,3,55.62905478814217,19.03849138600031,25.860235914946454
20260522,W_Ref,203.5552,206.1848,199.328
20260522,B_Ref,66.7588,67.8372,72.4756
20260522,1,109.98227648680583,70.31715242221347,92.38479716423788
20260522,2,92.89273665409804,50.79559436396111,72.46864457233579
20260522,3,77.64542437174016,44.037363679468946,63.79525841631105
20260522,W_Ref,203.09430473372782,204.09430473372782,198.09430473372782
20260522,B_Ref,64.13239644970415,65.08505917159763,69.46079881656804
20260522,4,98.47491325143018,57.30291662759073,77.88295976742005
20260522,5,98.18592417921276,51.07863232359877,72.30536912751678
20260522,6,162.31218057921635,141.88211243611585,142.8296422487223
20260526,W_Ref,202.96005917159763,204.73150887573965,199.04105029585799
20260526,B_Ref,60.202292899408285,63.70599112426036,75.2655325443787
20260526,1,107.31454248366013,63.24564270152506,86.3526688453159
20260526,2,104.50946750822295,53.57800693394968,77.50662281091653
20260526,3,91.65360930550804,46.12547040711598,69.55884365378036
20260526,W_Ref,199.71124828532237,200.81550068587106,194.7633744855967
20260526,B_Ref,59.56447187928669,63.56858710562414,72.85665294924554
20260526,4,103.56542014958205,61.8931808183018,83.10321161460625
20260526,5,108.37174188106285,52.72129902994517,74.24209194432729
20260526,6,166.53658928427987,139.6611776046269,140.34565025303237
20260528,W_Ref,196.71700356718193,197.5434007134364,191.63020214030917
20260528,B_Ref,38.19560047562425,41.19797859690844,50.22473246135553
20260528,1,98.14516853932585,44.50352059925094,61.03550561797753
20260528,2,97.3895107632094,40.447906066536206,55.99295499021527
20260528,3,83.44779400219814,33.96514366462553,49.19642016015072
20260528,W_Ref,193.31629013079666,193.9988109393579,188.83234244946493
20260528,B_Ref,39.06985731272295,42.04399524375743,51.10969084423306
20260528,4,97.06854193923535,46.27852885593836,61.979430149731066
20260528,5,103.10498822836962,41.58122424955856,56.90052972336668
20260528,6,164.55105060668836,134.03033441846702,132.3063036401302
